,Label,Accuracy,run_id,parent_run_id,experiment_run_id,experiment_id,corpus,start_time,strategy,type
1,con,0.414584186808685,92e81793ce3e4eb1b926c5a406a22487,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:51:58.004000+00:00,diversity,accuracy_per_label
2,pro,0.3960450933284051,92e81793ce3e4eb1b926c5a406a22487,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:51:58.004000+00:00,diversity,accuracy_per_label
0,O,0.8898622313124687,68a25468c4fa466d9883addde0c31d70,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 15:07:41.066000+00:00,max-tag-count,accuracy_per_label
1,con,0.3848832445718967,68a25468c4fa466d9883addde0c31d70,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 15:07:41.066000+00:00,max-tag-count,accuracy_per_label
2,pro,0.4381814821659582,68a25468c4fa466d9883addde0c31d70,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 15:07:41.066000+00:00,max-tag-count,accuracy_per_label
0,O,0.8794427507428704,0d43d8c17dce4257b45933553be93556,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 01:05:16.169000+00:00,sequential-representation-least-confidence,accuracy_per_label
1,con,0.3920524375256042,0d43d8c17dce4257b45933553be93556,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 01:05:16.169000+00:00,sequential-representation-least-confidence,accuracy_per_label
2,pro,0.4614673812603955,0d43d8c17dce4257b45933553be93556,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 01:05:16.169000+00:00,sequential-representation-least-confidence,accuracy_per_label
0,O,0.8868907498166944,bb4dd8cd65ac4ac5b528f9f93dc2f099,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 02:28:30.114000+00:00,representative-diversity,accuracy_per_label
1,con,0.3670626792298238,bb4dd8cd65ac4ac5b528f9f93dc2f099,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 02:28:30.114000+00:00,representative-diversity,accuracy_per_label
2,pro,0.3971539456662354,bb4dd8cd65ac4ac5b528f9f93dc2f099,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 02:28:30.114000+00:00,representative-diversity,accuracy_per_label
0,O,0.8722262956817042,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,accuracy_per_label
1,con,0.3615321589512494,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,accuracy_per_label
2,pro,0.4370726298281279,e0bc9d5b9b354d798d32fb4ca12cbcb4,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 18:15:31.168000+00:00,tag-flip-historical,accuracy_per_label
0,O,0.8670937367344576,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,accuracy_per_label
1,con,0.3619418271200327,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,accuracy_per_label
2,pro,0.4156348179634079,ee0b0d2707674cbe8b9eaab5cb7b4591,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 19:08:39.469000+00:00,round-robin-highest-confidence,accuracy_per_label
0,O,0.8598001003357388,1ad0d0cc1e354b15bddde0e8b886f677,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 00:30:15.092000+00:00,sequential-representation-least-confidence,accuracy_per_label
1,con,0.3971732896353953,1ad0d0cc1e354b15bddde0e8b886f677,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 00:30:15.092000+00:00,sequential-representation-least-confidence,accuracy_per_label
2,pro,0.4259841064498244,1ad0d0cc1e354b15bddde0e8b886f677,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 00:30:15.092000+00:00,sequential-representation-least-confidence,accuracy_per_label
0,O,0.8560182147956624,6509c4028861465687b6b5bc3b9c99ac,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:56:46.459000+00:00,representative-diversity,accuracy_per_label
1,con,0.3598934862761163,6509c4028861465687b6b5bc3b9c99ac,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:56:46.459000+00:00,representative-diversity,accuracy_per_label
2,pro,0.4080576603215671,6509c4028861465687b6b5bc3b9c99ac,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:56:46.459000+00:00,representative-diversity,accuracy_per_label
0,O,0.903484737390499,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,accuracy_per_label
1,con,0.2990577632117984,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,accuracy_per_label
2,pro,0.3677693587137313,2dca67f205de4c918efdd28485a37215,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 01:20:14.547000+00:00,diversity,accuracy_per_label
0,O,0.8651256126268668,1367d57cdca94d2d9af205c54fc5c472,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 14:15:02.309000+00:00,max-tag-count,accuracy_per_label
1,con,0.4055714870954527,1367d57cdca94d2d9af205c54fc5c472,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 14:15:02.309000+00:00,max-tag-count,accuracy_per_label
2,pro,0.471816669746812,1367d57cdca94d2d9af205c54fc5c472,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 14:15:02.309000+00:00,max-tag-count,accuracy_per_label
0,O,0.8824914135761973,a79226dc6c31404383b3eb50cd47cafb,82c4493203ba44bdbf1116dbd4d866e2,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 22:07:11.174000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
1,con,0.3498566161409258,a79226dc6c31404383b3eb50cd47cafb,82c4493203ba44bdbf1116dbd4d866e2,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 22:07:11.174000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
2,pro,0.3672149325448161,a79226dc6c31404383b3eb50cd47cafb,82c4493203ba44bdbf1116dbd4d866e2,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 22:07:11.174000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
0,O,0.8776289893103848,026f8478ef014c58b00388d46d9e8907,0d95b360cae7470cbb7899dd901d0c91,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 11:38:27.010000+00:00,fluctuation-historical-sequence,accuracy_per_label
1,con,0.3785333879557558,026f8478ef014c58b00388d46d9e8907,0d95b360cae7470cbb7899dd901d0c91,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 11:38:27.010000+00:00,fluctuation-historical-sequence,accuracy_per_label
2,pro,0.3906856403622251,026f8478ef014c58b00388d46d9e8907,0d95b360cae7470cbb7899dd901d0c91,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 11:38:27.010000+00:00,fluctuation-historical-sequence,accuracy_per_label
0,O,0.8761625438968857,d30bcf642b504729b2bd2987adb2e5f6,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 17:35:19.503000+00:00,tag-flip-historical,accuracy_per_label
1,con,0.3609176566980746,d30bcf642b504729b2bd2987adb2e5f6,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 17:35:19.503000+00:00,tag-flip-historical,accuracy_per_label
2,pro,0.3723895767880243,d30bcf642b504729b2bd2987adb2e5f6,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 17:35:19.503000+00:00,tag-flip-historical,accuracy_per_label
0,O,0.8411608073167908,7881cf83cbdf4c448317cebd0b97ccf8,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 18:41:48.221000+00:00,round-robin-highest-confidence,accuracy_per_label
1,con,0.3506759524784924,7881cf83cbdf4c448317cebd0b97ccf8,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 18:41:48.221000+00:00,round-robin-highest-confidence,accuracy_per_label
2,pro,0.4156348179634079,7881cf83cbdf4c448317cebd0b97ccf8,498c554786c946efad160871fa3a209b,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 18:41:48.221000+00:00,round-robin-highest-confidence,accuracy_per_label
0,O,0.8761625438968857,b524b3a0e7d64fb6bb729ec4ad1f5409,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:58:13.038000+00:00,diversity,accuracy_per_label
1,con,0.3054076198279393,b524b3a0e7d64fb6bb729ec4ad1f5409,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:58:13.038000+00:00,diversity,accuracy_per_label
2,pro,0.3588985400110885,b524b3a0e7d64fb6bb729ec4ad1f5409,4457fe1e6f2944d2b6f62b655a313f4c,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:58:13.038000+00:00,diversity,accuracy_per_label
0,O,0.8542816347007294,51fa505bbaa9484ead5e74f3eb9e1735,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 00:05:17.704000+00:00,sequential-representation-least-confidence,accuracy_per_label
1,con,0.3416632527652601,51fa505bbaa9484ead5e74f3eb9e1735,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 00:05:17.704000+00:00,sequential-representation-least-confidence,accuracy_per_label
2,pro,0.4261689151727961,51fa505bbaa9484ead5e74f3eb9e1735,22642cda6c5340c2a5c1c2b610ba5cba,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-03 00:05:17.704000+00:00,sequential-representation-least-confidence,accuracy_per_label
0,O,0.8755065025276888,a556e75abddf401b8702fb8847b4452a,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 13:34:49.565000+00:00,max-tag-count,accuracy_per_label
1,con,0.3076607947562474,a556e75abddf401b8702fb8847b4452a,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 13:34:49.565000+00:00,max-tag-count,accuracy_per_label
2,pro,0.4062095730918499,a556e75abddf401b8702fb8847b4452a,43be9a299ed5494a97b308fc759c245e,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 13:34:49.565000+00:00,max-tag-count,accuracy_per_label
0,O,0.8357967043568865,6a2dba7d52c445c1b55e6de015862c24,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:34:37.085000+00:00,representative-diversity,accuracy_per_label
1,con,0.3723883654240065,6a2dba7d52c445c1b55e6de015862c24,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:34:37.085000+00:00,representative-diversity,accuracy_per_label
2,pro,0.405470338199963,6a2dba7d52c445c1b55e6de015862c24,bffcb7bb722746ddaba81850d09f4105,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:34:37.085000+00:00,representative-diversity,accuracy_per_label
0,O,0.8684830008104041,bad0b0b60e724251bd0e098ab7d7654f,82c4493203ba44bdbf1116dbd4d866e2,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 21:45:39.127000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
1,con,0.2705858254813601,bad0b0b60e724251bd0e098ab7d7654f,82c4493203ba44bdbf1116dbd4d866e2,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 21:45:39.127000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
2,pro,0.3598225836259471,bad0b0b60e724251bd0e098ab7d7654f,82c4493203ba44bdbf1116dbd4d866e2,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 21:45:39.127000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
0,O,0.8538957280129664,9132b33dc54545e28c7ee07d533621d7,0d95b360cae7470cbb7899dd901d0c91,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 11:09:13.185000+00:00,fluctuation-historical-sequence,accuracy_per_label
1,con,0.3320360507988529,9132b33dc54545e28c7ee07d533621d7,0d95b360cae7470cbb7899dd901d0c91,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 11:09:13.185000+00:00,fluctuation-historical-sequence,accuracy_per_label
2,pro,0.4106449824431713,9132b33dc54545e28c7ee07d533621d7,0d95b360cae7470cbb7899dd901d0c91,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 11:09:13.185000+00:00,fluctuation-historical-sequence,accuracy_per_label
0,O,0.8523521012619149,4017976f0e8e44d39aadabd37c25c27d,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 17:08:48.119000+00:00,tag-flip-historical,accuracy_per_label
1,con,0.3414584186808685,4017976f0e8e44d39aadabd37c25c27d,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 17:08:48.119000+00:00,tag-flip-historical,accuracy_per_label
2,pro,0.3616706708556644,4017976f0e8e44d39aadabd37c25c27d,005dd0826ab442348549fd167c95f908,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 17:08:48.119000+00:00,tag-flip-historical,accuracy_per_label
0,O,0.8735769690888743,b63790038a9d431c83d04661ae9c2924,b671db03d956448db305c30b6d0ef162,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 18:18:21.014000+00:00,round-robin-highest-confidence,accuracy_per_label
1,con,0.4209340434248259,b63790038a9d431c83d04661ae9c2924,b671db03d956448db305c30b6d0ef162,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 18:18:21.014000+00:00,round-robin-highest-confidence,accuracy_per_label
2,pro,0.4727407133616707,b63790038a9d431c83d04661ae9c2924,b671db03d956448db305c30b6d0ef162,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 18:18:21.014000+00:00,round-robin-highest-confidence,accuracy_per_label
0,O,0.8714930729749547,b319b253a55f483e8623026e625c70eb,9a2db48f93a54085ac88a69b16e274d2,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:38:07.388000+00:00,diversity,accuracy_per_label
1,con,0.434043424825891,b319b253a55f483e8623026e625c70eb,9a2db48f93a54085ac88a69b16e274d2,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:38:07.388000+00:00,diversity,accuracy_per_label
2,pro,0.3795971169839216,b319b253a55f483e8623026e625c70eb,9a2db48f93a54085ac88a69b16e274d2,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:38:07.388000+00:00,diversity,accuracy_per_label
0,O,0.8811021495002508,88e21f16eb1c4628baa99d20af92e861,339cccb8a3e54404a5ce434733bf7ed6,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-02 23:39:09.304000+00:00,sequential-representation-least-confidence,accuracy_per_label
1,con,0.3711593609176567,88e21f16eb1c4628baa99d20af92e861,339cccb8a3e54404a5ce434733bf7ed6,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-02 23:39:09.304000+00:00,sequential-representation-least-confidence,accuracy_per_label
2,pro,0.4707078174089817,88e21f16eb1c4628baa99d20af92e861,339cccb8a3e54404a5ce434733bf7ed6,e42299f9be1e4e1680409d369ce14278,49,data/processed_data/aurc,2024-08-02 23:39:09.304000+00:00,sequential-representation-least-confidence,accuracy_per_label
0,O,0.9056458148419712,4fa8bdee9cee40b98e9f946b4488df8d,5ff0f72cd6dc4e0296a28cd0f072f1b8,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 21:22:32.735000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
1,con,0.340024580090127,4fa8bdee9cee40b98e9f946b4488df8d,5ff0f72cd6dc4e0296a28cd0f072f1b8,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 21:22:32.735000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
2,pro,0.3389391979301423,4fa8bdee9cee40b98e9f946b4488df8d,5ff0f72cd6dc4e0296a28cd0f072f1b8,da0c85a6905c4aba8b998a32a8416020,47,data/processed_data/aurc,2024-08-02 21:22:32.735000+00:00,k-means-cluster-based-bert-km,accuracy_per_label
0,O,0.8730366997260063,0adb2b7a0f424204a69a34db9c4b1d7a,d26283e80e6f42e0a21b0adbb76467cf,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 10:20:53.123000+00:00,fluctuation-historical-sequence,accuracy_per_label
1,con,0.3891847603441212,0adb2b7a0f424204a69a34db9c4b1d7a,d26283e80e6f42e0a21b0adbb76467cf,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 10:20:53.123000+00:00,fluctuation-historical-sequence,accuracy_per_label
2,pro,0.4379966734429865,0adb2b7a0f424204a69a34db9c4b1d7a,d26283e80e6f42e0a21b0adbb76467cf,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 10:20:53.123000+00:00,fluctuation-historical-sequence,accuracy_per_label
0,O,0.8623856751437502,40721ed6ba5d4a1a85838ffca586d8e0,4d05c5980ffc41e287e2a258b1a6a2b4,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 12:55:34.703000+00:00,max-tag-count,accuracy_per_label
1,con,0.4350675952478492,40721ed6ba5d4a1a85838ffca586d8e0,4d05c5980ffc41e287e2a258b1a6a2b4,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 12:55:34.703000+00:00,max-tag-count,accuracy_per_label
2,pro,0.4455738310848272,40721ed6ba5d4a1a85838ffca586d8e0,4d05c5980ffc41e287e2a258b1a6a2b4,4c8f80fef2e240c197f62c043c6e04e1,17,data/processed_data/aurc,2024-07-05 12:55:34.703000+00:00,max-tag-count,accuracy_per_label
0,O,0.874464554470729,e2a79617e2ae4293809d90e269e46f4d,95b34a7b77f149e48a39a6d032d710cc,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:14:43.744000+00:00,representative-diversity,accuracy_per_label
1,con,0.474190905366653,e2a79617e2ae4293809d90e269e46f4d,95b34a7b77f149e48a39a6d032d710cc,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:14:43.744000+00:00,representative-diversity,accuracy_per_label
2,pro,0.3908704490851968,e2a79617e2ae4293809d90e269e46f4d,95b34a7b77f149e48a39a6d032d710cc,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 01:14:43.744000+00:00,representative-diversity,accuracy_per_label
0,O,0.8675954154285493,8e3379f2c3ec49d98d7ee9e4d781553c,e47a4c010a604c658121c5cc8b11fb2a,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 16:41:16.994000+00:00,tag-flip-historical,accuracy_per_label
1,con,0.4084391642769356,8e3379f2c3ec49d98d7ee9e4d781553c,e47a4c010a604c658121c5cc8b11fb2a,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 16:41:16.994000+00:00,tag-flip-historical,accuracy_per_label
2,pro,0.4599889114766217,8e3379f2c3ec49d98d7ee9e4d781553c,e47a4c010a604c658121c5cc8b11fb2a,c66626ff404f455ba748f5290e5276c3,99,data/processed_data/aurc,2024-08-12 16:41:16.994000+00:00,tag-flip-historical,accuracy_per_label
0,O,0.8883186045614171,0924afcfd5ac479a97ee30c5722fd65d,9a2db48f93a54085ac88a69b16e274d2,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:06:45.230000+00:00,diversity,accuracy_per_label
1,con,0.3346988938959442,0924afcfd5ac479a97ee30c5722fd65d,9a2db48f93a54085ac88a69b16e274d2,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:06:45.230000+00:00,diversity,accuracy_per_label
2,pro,0.4026982073553872,0924afcfd5ac479a97ee30c5722fd65d,9a2db48f93a54085ac88a69b16e274d2,1260196a66414df9b58f638a0171b43b,50,data/processed_data/aurc,2024-08-03 00:06:45.230000+00:00,diversity,accuracy_per_label
0,O,0.8910199513757573,f86cd3f3189c415aa137a60ca9b3a3e2,b671db03d956448db305c30b6d0ef162,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 17:43:49.005000+00:00,round-robin-highest-confidence,accuracy_per_label
1,con,0.4211388775092175,f86cd3f3189c415aa137a60ca9b3a3e2,b671db03d956448db305c30b6d0ef162,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 17:43:49.005000+00:00,round-robin-highest-confidence,accuracy_per_label
2,pro,0.420255036037701,f86cd3f3189c415aa137a60ca9b3a3e2,b671db03d956448db305c30b6d0ef162,6e0b8576e3fd43458c75a97dbc8d223a,18,data/processed_data/aurc,2024-08-07 17:43:49.005000+00:00,round-robin-highest-confidence,accuracy_per_label
0,O,0.8693319955234824,3087e57cd5c54ccb913fc8e62c4be867,d26283e80e6f42e0a21b0adbb76467cf,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 09:21:24.275000+00:00,fluctuation-historical-sequence,accuracy_per_label
1,con,0.3705448586644818,3087e57cd5c54ccb913fc8e62c4be867,d26283e80e6f42e0a21b0adbb76467cf,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 09:21:24.275000+00:00,fluctuation-historical-sequence,accuracy_per_label
2,pro,0.43836629088893,3087e57cd5c54ccb913fc8e62c4be867,d26283e80e6f42e0a21b0adbb76467cf,fe1325db472246509ad1591d5422d670,19,data/processed_data/aurc,2024-08-08 09:21:24.275000+00:00,fluctuation-historical-sequence,accuracy_per_label
0,O,0.8636977578821441,303efd5c7b3a41bd875cae731a79bfcd,95b34a7b77f149e48a39a6d032d710cc,ca7855f63b3a4b78a31f2f40ed7e59cc,52,data/processed_data/aurc,2024-08-03 00:42:36.463000+00:00,representative-diversity,accuracy_per_label
